CODI_ENS,MUNICIPI,ANY_ELECCIO,SIGLES_CANDIDATURA,VOTS,% VOTS,REGIDORS
2591180001,Plans de Sió,1983,CiU,206,99.52,7
2591180001,Plans de Sió,1987,CiU,315,64.68,5
2591180001,Plans de Sió,1987,A.P.,44,9.03,0
2591180001,Plans de Sió,1987,IND/1,126,25.87,2
2591180001,Plans de Sió,1991,CiU,363,85.01,6
2591180001,Plans de Sió,1991,PP,54,12.65,1
2591180001,Plans de Sió,1995,ERC,106,25.98,2
2591180001,Plans de Sió,1995,CIU,283,69.36,5
2591180001,Plans de Sió,1999,PSCPMC,35,8.62,0
2591180001,Plans de Sió,1999,ERC-AM,113,27.83,2
2591180001,Plans de Sió,1999,CIU,254,62.56,5
2591180001,Plans de Sió,2003,ERC-AM,99,22.65,2
2591180001,Plans de Sió,2003,IS,94,21.51,1
2591180001,Plans de Sió,2003,PSC-PM,13,2.97,0
2591180001,Plans de Sió,2003,CIU,231,52.86,4
2591180001,Plans de Sió,2007,INSE,71,17.27,1
2591180001,Plans de Sió,2007,CIU,205,49.88,4
2591180001,Plans de Sió,2007,ESQUERRA-AM,123,29.93,2
2591180001,Plans de Sió,2007,IP-PM,1,0.24,0
2591180001,Plans de Sió,2011,PP,20,5.7,0
2591180001,Plans de Sió,2011,ERC-AM,116,33.05,2
2591180001,Plans de Sió,2011,CiU,194,55.27,5
2591180001,Plans de Sió,2015,JXPS-AM,114,37.13,3
2591180001,Plans de Sió,2015,CiU,169,55.05,4
2591180001,Plans de Sió,2019,ERC-AM,227,74.67,6
2591180001,Plans de Sió,2019,JUNTS,65,21.38,1
2516890004,Poal,1979,CC-UCD,163,36.55,2
2516890004,Poal,1979,CiU,283,63.45,5
2516890004,Poal,1983,CiU,334,96.53,7
2516890004,Poal,1987,CiU,337,88.22,7
2516890004,Poal,1991,IND.POAL,140,29.47,2
2516890004,Poal,1991,CiU,330,69.47,5
2516890004,Poal,1995,CIU,329,95.91,7
2516890004,Poal,1999,CIU,318,93.25,7
2516890004,Poal,2003,CIU,352,98.05,7
2516890004,Poal,2007,IPAM,86,19.63,1
2516890004,Poal,2007,CIU,331,75.57,6
2516890004,Poal,2011,CiU,309,73.92,6
2516890004,Poal,2011,IP-AM,81,19.38,1
2516890004,Poal,2015,IP-AM,118,28.5,2
2516890004,Poal,2015,UpP,270,65.22,5
2516890004,Poal,2019,IP-AM,143,34.7,2
2516890004,Poal,2019,JUNTS,241,58.49,5
2516920002,Pobla de Cérvoles,1979,A.E.U.R.,79,43.41,3
2516920002,Pobla de Cérvoles,1979,CC-UCD,103,56.59,4
2516920002,Pobla de Cérvoles,1983,PSC-PSOE,59,33.33,1
2516920002,Pobla de Cérvoles,1983,CiU,111,62.71,4
2516920002,Pobla de Cérvoles,1987,CiU,81,68.64,5
2516920002,Pobla de Cérvoles,1991,PSC-PSOE,12,8.7,0
2516920002,Pobla de Cérvoles,1991,CiU,101,73.19,5
2516920002,Pobla de Cérvoles,1995,CIU,103,74.63,5
2516920002,Pobla de Cérvoles,1995,PP,5,3.62,0
2516920002,Pobla de Cérvoles,1995,PSC (PSC-PSOE),18,13.04,0
2516920002,Pobla de Cérvoles,1999,PSCPMC,15,11.63,0
2516920002,Pobla de Cérvoles,1999,CIU,88,68.22,5
2516920002,Pobla de Cérvoles,1999,PP,9,6.98,0
2516920002,Pobla de Cérvoles,2003,EPM-EPM,58,38.16,1
2516920002,Pobla de Cérvoles,2003,P-AM,57,37.5,0
2516920002,Pobla de Cérvoles,2003,PP,11,7.24,0
2516920002,Pobla de Cérvoles,2003,PSC-PM,16,10.53,0
2516920002,Pobla de Cérvoles,2003,CIU,84,55.26,4
2516920002,Pobla de Cérvoles,2007,PP,4,2.5,0
2516920002,Pobla de Cérvoles,2007,CIU,79,49.38,4
2516920002,Pobla de Cérvoles,2007,EPP-EPM,54,33.75,0
2516920002,Pobla de Cérvoles,2007,RP-AM,43,26.88,1
2516920002,Pobla de Cérvoles,2007,IP-PM,50,31.25,0
2516920002,Pobla de Cérvoles,2011,IP-E,47,28.48,1
2516920002,Pobla de Cérvoles,2011,CiU,78,47.27,4
2516920002,Pobla de Cérvoles,2011,IPC-PM,19,11.52,0
2516920002,Pobla de Cérvoles,2011,RP-AM,17,10.3,0
2516920002,Pobla de Cérvoles,2015,CiU,97,67.83,4
2516920002,Pobla de Cérvoles,2015,CP,2,1.4,0
2516920002,Pobla de Cérvoles,2015,PP,1,0.7,0
2516920002,Pobla de Cérvoles,2015,IPC - AM,40,27.97,1
2516920002,Pobla de Cérvoles,2019,JxCAT - JUNTS,80,57.55,4
2516920002,Pobla de Cérvoles,2019,CxPC - CP,0,0,0
2516920002,Pobla de Cérvoles,2019,PP,3,2.15,0
2516920002,Pobla de Cérvoles,2019,ERC-AM,48,34.53,1
0816530008,Pobla de Claramunt,1979,PSC-PSOE,547,54.05,5
0816530008,Pobla de Claramunt,1979,CiU,349,34.49,3
0816530008,Pobla de Claramunt,1979,PSUC,103,10.18,1
0816530008,Pobla de Claramunt,1983,PSC-PSOE,465,45.95,4
0816530008,Pobla de Claramunt,1983,CiU,535,52.87,5
0816530008,Pobla de Claramunt,1987,CiU,612,57.84,5
0816530008,Pobla de Claramunt,1987,PSC-PSOE,436,41.21,4
0816530008,Pobla de Claramunt,1991,CiU,607,60.76,6
0816530008,Pobla de Claramunt,1991,PSC-PSOE,378,37.84,3
0816530008,Pobla de Claramunt,1995,PSC (PSC-PSOE),338,33.23,3
0816530008,Pobla de Claramunt,1995,CIU,656,64.5,6
0816530008,Pobla de Claramunt,1995,PP,19,1.86,0
0816530008,Pobla de Claramunt,1999,CIU,596,53.69,5
0816530008,Pobla de Claramunt,1999,PP,137,12.34,1
0816530008,Pobla de Claramunt,1999,PSCPMC,362,32.61,3
0816530008,Pobla de Claramunt,2003,PP,49,4.43,0
0816530008,Pobla de Claramunt,2003,IPC-EPM,55,4.98,0
0816530008,Pobla de Claramunt,2003,PSC-PM,282,25.52,2
0816530008,Pobla de Claramunt,2003,CIU,487,44.07,5
0816530008,Pobla de Claramunt,2003,ERC-AM,216,19.55,2
0816530008,Pobla de Claramunt,2007,IPC-EPM,26,2.37,0
0816530008,Pobla de Claramunt,2007,CIU,666,60.6,7
0816530008,Pobla de Claramunt,2007,PSC-PM,212,19.29,2
0816530008,Pobla de Claramunt,2007,ESQUERRA-AM,169,15.38,2
0816530008,Pobla de Claramunt,2007,PP,11,1,0
0816530008,Pobla de Claramunt,2011,PP,31,3.13,0
0816530008,Pobla de Claramunt,2011,ERC-AM,104,10.48,1
0816530008,Pobla de Claramunt,2011,CiU,581,58.57,7
0816530008,Pobla de Claramunt,2011,PSC-PM,239,24.09,3
0816530008,Pobla de Claramunt,2015,PP,18,1.6,0
0816530008,Pobla de Claramunt,2015,CiU,506,44.98,6
0816530008,Pobla de Claramunt,2015,JLP-CP,153,13.6,1
0816530008,Pobla de Claramunt,2015,P!,285,25.33,3
0816530008,Pobla de Claramunt,2015,ERC-AM,145,12.89,1
0816530008,Pobla de Claramunt,2019,JUNTS,444,37.43,5
0816530008,Pobla de Claramunt,2019,PSC-CP,140,11.8,1
0816530008,Pobla de Claramunt,2019,P!,414,34.9,4
0816530008,Pobla de Claramunt,2019,ERC-AM,176,14.83,1
0816660009,Pobla de Lillet,1979,E.M.I.,1036,98.57,11
0816660009,Pobla de Lillet,1983,IP,118,9.38,1
0816660009,Pobla de Lillet,1983,P.B.,854,67.89,8
0816660009,Pobla de Lillet,1983,CiU,280,22.26,2
0816660009,Pobla de Lillet,1987,CiU,711,56.25,6
0816660009,Pobla de Lillet,1987,A.P.I.,45,3.56,0
0816660009,Pobla de Lillet,1987,C.D.S.,88,6.96,0
0816660009,Pobla de Lillet,1987,P.B.,409,32.36,3
0816660009,Pobla de Lillet,1991,CiU,657,56.25,5
0816660009,Pobla de Lillet,1991,P.B.,502,42.98,4
0816660009,Pobla de Lillet,1995,PB,444,38.14,3
0816660009,Pobla de Lillet,1995,CIU,700,60.13,6
0816660009,Pobla de Lillet,1999,CIU,495,48.38,4
0816660009,Pobla de Lillet,1999,PSCPMC,515,50.34,5
0816660009,Pobla de Lillet,2003,PP,32,3.15,0
0816660009,Pobla de Lillet,2003,PSC-PM,589,57.92,6
0816660009,Pobla de Lillet,2003,CIU,374,36.77,3
0816660009,Pobla de Lillet,2007,CIU,412,44.4,4
0816660009,Pobla de Lillet,2007,PP,21,2.26,0
0816660009,Pobla de Lillet,2007,PSC-PM,480,51.72,5
0816660009,Pobla de Lillet,2011,PSC-PM,390,45.88,4
0816660009,Pobla de Lillet,2011,CiU,440,51.76,5
0816660009,Pobla de Lillet,2015,ERC-AM,297,38.17,3
0816660009,Pobla de Lillet,2015,CiU,322,41.39,4
0816660009,Pobla de Lillet,2015,CP,151,19.41,2
0816660009,Pobla de Lillet,2019,ERC-AM,440,58.66,6
0816660009,Pobla de Lillet,2019,JxCAT-JUNTS,286,38.13,3
4310930008,Pobla de Mafumet,1979,C.I.P.D.M,74,14.98,1
4310930008,Pobla de Mafumet,1979,CC-UCD,99,20.04,1
4310930008,Pobla de Mafumet,1979,IND.POBLA,319,64.57,5
4310930008,Pobla de Mafumet,1983,APM,234,45.09,3
4310930008,Pobla de Mafumet,1983,PSC-PSOE,102,19.65,1
4310930008,Pobla de Mafumet,1983,CiU,179,34.49,3
4310930008,Pobla de Mafumet,1987,CiU,269,47.95,3
4310930008,Pobla de Mafumet,1987,APM,277,49.38,4
4310930008,Pobla de Mafumet,1987,PSC-PSOE,8,1.43,0
4310930008,Pobla de Mafumet,1991,PSC-PSOE,48,8.84,0
4310930008,Pobla de Mafumet,1991,CiU,266,48.99,4
4310930008,Pobla de Mafumet,1991,AIPM,218,40.15,3
4310930008,Pobla de Mafumet,1995,PP,68,10.3,0
4310930008,Pobla de Mafumet,1995,UPM,208,31.51,3
4310930008,Pobla de Mafumet,1995,CIU,205,31.06,2
4310930008,Pobla de Mafumet,1995,AIPM-FIC,163,24.69,2
4310930008,Pobla de Mafumet,1999,CIU,524,66.16,6
4310930008,Pobla de Mafumet,1999,EPM,257,32.44,3
4310930008,Pobla de Mafumet,2003,CIU,611,70.47,7
4310930008,Pobla de Mafumet,2003,EPM-EPM,134,15.46,1
4310930008,Pobla de Mafumet,2003,PSC-PM,86,9.92,1
4310930008,Pobla de Mafumet,2003,PP,19,2.19,0
4310930008,Pobla de Mafumet,2007,CIU,732,69.25,7
4310930008,Pobla de Mafumet,2007,ESQUERRA-AM,119,11.26,1
4310930008,Pobla de Mafumet,2007,PSC-PM,66,6.24,0
4310930008,Pobla de Mafumet,2007,PP,6,0.57,0
4310930008,Pobla de Mafumet,2007,AIPM-FIC,123,11.64,1
4310930008,Pobla de Mafumet,2007,ICV-EUIA-EPM,4,0.38,0
4310930008,Pobla de Mafumet,2011,PP,39,2.77,0
4310930008,Pobla de Mafumet,2011,CiU,954,67.8,9
4310930008,Pobla de Mafumet,2011,JxP - AM,169,12.01,1
4310930008,Pobla de Mafumet,2011,AM-PM,142,10.09,1
4310930008,Pobla de Mafumet,2011,ICV-EUiA-E,71,5.05,0
4310930008,Pobla de Mafumet,2015,ICV-EUiA-E,96,6.04,0
4310930008,Pobla de Mafumet,2015,IMP-CP,203,12.77,1
4310930008,Pobla de Mafumet,2015,CiU,1213,76.29,10
4310930008,Pobla de Mafumet,2015,PP,60,3.77,0
4310930008,Pobla de Mafumet,2019,PSC-CP,224,11.91,1
4310930008,Pobla de Mafumet,2019,Cs,95,5.05,0
4310930008,Pobla de Mafumet,2019,ERC-AM,212,11.27,1
4310930008,Pobla de Mafumet,2019,UAS-POBLA,1314,69.89,9
4310930008,Pobla de Mafumet,2019,PP,17,0.9,0
4311070005,Pobla de Massaluca,1979,A.D.P.M.,215,100,7
4311070005,Pobla de Massaluca,1983,AEPM,288,98.97,7
4311070005,Pobla de Massaluca,1987,AEPM,268,99.63,7
4311070005,Pobla de Massaluca,1991,CiU,225,78.95,7
4311070005,Pobla de Massaluca,1995,CIU,202,93.95,7
4311070005,Pobla de Massaluca,1999,CIU,206,88.79,7
4311070005,Pobla de Massaluca,2003,CIU,192,84.58,7
4311070005,Pobla de Massaluca,2007,UPTA-PM,105,36.21,2
4311070005,Pobla de Massaluca,2007,CIU,180,62.07,5
4311070005,Pobla de Massaluca,2011,CiU,177,84.69,7
4311070005,Pobla de Massaluca,2015,CiU,161,92,7
4311070005,Pobla de Massaluca,2019,JUNTS,156,84.78,7
4311140003,Pobla de Montornès,1979,CC-UCD,116,25.49,2
4311140003,Pobla de Montornès,1979,ILPM,336,73.85,5
4311140003,Pobla de Montornès,1983,ILPM,346,98.58,7
4311140003,Pobla de Montornès,1987,CiU,253,48.37,3
4311140003,Pobla de Montornès,1987,ILPM,269,51.43,4
4311140003,Pobla de Montornès,1991,CiU,330,76.21,7
4311140003,Pobla de Montornès,1995,PP,96,13.02,1
4311140003,Pobla de Montornès,1995,PSC (PSC-PSOE),217,29.44,3
4311140003,Pobla de Montornès,1995,CIU,401,54.4,5
4311140003,Pobla de Montornès,1999,PSCPMC,229,28.06,3
4311140003,Pobla de Montornès,1999,CIU,419,51.34,5
4311140003,Pobla de Montornès,1999,CIPU-FIC,119,14.58,1
4311140003,Pobla de Montornès,1999,PP,39,4.77,0
4311140003,Pobla de Montornès,2003,PP,56,5.82,0
4311140003,Pobla de Montornès,2003,CIU,404,42,5
4311140003,Pobla de Montornès,2003,PSC-PM,148,15.38,1
4311140003,Pobla de Montornès,2003,G.I.P.U-FIC,143,14.86,1
4311140003,Pobla de Montornès,2003,ERC-AM,205,21.31,2
4311140003,Pobla de Montornès,2007,PP,46,3.62,0
4311140003,Pobla de Montornès,2007,ESQUERRA-AM,181,14.26,1
4311140003,Pobla de Montornès,2007,AM-PM,477,37.59,5
4311140003,Pobla de Montornès,2007,CIU,388,30.58,4
4311140003,Pobla de Montornès,2007,GIPU-F.I.C,104,8.2,1
4311140003,Pobla de Montornès,2007,ABG-EPM,60,4.73,0
4311140003,Pobla de Montornès,2011,ABG-E,74,5.69,0
4311140003,Pobla de Montornès,2011,CiU,207,15.92,2
4311140003,Pobla de Montornès,2011,PP,145,11.15,1
4311140003,Pobla de Montornès,2011,GIPU - FIC,66,5.08,0
4311140003,Pobla de Montornès,2011,AM-PM,780,60,8
4311140003,Pobla de Montornès,2015,CiU,174,15.14,1
4311140003,Pobla de Montornès,2015,ERC-AM,218,18.97,2
4311140003,Pobla de Montornès,2015,PP,89,7.75,1
4311140003,Pobla de Montornès,2015,AMPM-CP,643,55.96,7
4311140003,Pobla de Montornès,2019,PP,102,7.87,1
4311140003,Pobla de Montornès,2019,PODEMOS,191,14.73,1
4311140003,Pobla de Montornès,2019,ERC-AM,429,33.1,4
4311140003,Pobla de Montornès,2019,C.POBLA,199,15.35,2
4311140003,Pobla de Montornès,2019,AMPM-CP,363,28,3
2517130008,Pobla de Segur,1979,G.I.P.,608,35.14,4
2517130008,Pobla de Segur,1979,CiU,653,37.75,4
2517130008,Pobla de Segur,1979,G.I.A.E.,177,10.23,1
2517130008,Pobla de Segur,1979,PSC-PSOE,277,16.01,2
2517130008,Pobla de Segur,1983,IdC,34,1.73,0
2517130008,Pobla de Segur,1983,PSC-PSOE,763,38.73,4
2517130008,Pobla de Segur,1983,AP-PDP-UL,929,47.16,6
2517130008,Pobla de Segur,1983,CiU,228,11.57,1
2517130008,Pobla de Segur,1987,CiU,1146,56.51,7
2517130008,Pobla de Segur,1987,PSC-PSOE,386,19.03,2
2517130008,Pobla de Segur,1987,AIPN,479,23.62,2
2517130008,Pobla de Segur,1991,CiU,742,40.22,5
2517130008,Pobla de Segur,1991,PSC-PSOE,978,53.01,6
2517130008,Pobla de Segur,1991,ERC,108,5.85,0
2517130008,Pobla de Segur,1995,PP,267,14.03,1
2517130008,Pobla de Segur,1995,CIU,445,23.38,3
2517130008,Pobla de Segur,1995,PSC (PSC-PSOE),1152,60.53,7
2517130008,Pobla de Segur,1999,PP,51,2.87,0
2517130008,Pobla de Segur,1999,CIU,603,33.93,4
2517130008,Pobla de Segur,1999,PSCPMC,861,48.45,6
2517130008,Pobla de Segur,1999,ERC,225,12.66,1
2517130008,Pobla de Segur,2003,PSC-PM,418,22.46,2
2517130008,Pobla de Segur,2003,CIU,807,43.36,5
2517130008,Pobla de Segur,2003,ERC-AM,603,32.4,4
2517130008,Pobla de Segur,2007,PSC-PM,373,22.04,2
2517130008,Pobla de Segur,2007,AEPC,31,1.83,0
2517130008,Pobla de Segur,2007,ERC-AM,528,31.21,4
2517130008,Pobla de Segur,2007,CIU,702,41.49,5
2517130008,Pobla de Segur,2011,ERC-AM,585,41.17,5
2517130008,Pobla de Segur,2011,CiU,524,36.88,4
2517130008,Pobla de Segur,2011,PSC-PM,232,16.33,2
2517130008,Pobla de Segur,2015,PSC-CP,161,11.08,1
2517130008,Pobla de Segur,2015,CiU,497,34.21,4
2517130008,Pobla de Segur,2015,ERC-AM,736,50.65,6
2517130008,Pobla de Segur,2019,PSC-CP,372,23.92,3
2517130008,Pobla de Segur,2019,JxCAT-JUNTS,247,15.88,1
2517130008,Pobla de Segur,2019,ERC-AM,898,57.74,7
4311290004,Poboleda,1979,E.M.P.,107,41.63,3
4311290004,Poboleda,1979,A.E.D.I.,150,58.37,4
4311290004,Poboleda,1983,IND.,167,97.09,7
4311290004,Poboleda,1987,CiU,88,81.48,7
4311290004,Poboleda,1991,CiU,98,98.99,7
4311290004,Poboleda,1995,PSC (PSC-PSOE),82,34.45,2
4311290004,Poboleda,1995,CIU,150,63.02,5
4311290004,Poboleda,1999,CIU,172,95.02,7
4311290004,Poboleda,2003,CIU,195,92.42,7
4311290004,Poboleda,2007,CIU,91,36.11,2
4311290004,Poboleda,2007,ESQUERRA-AM,154,61.11,5
4311290004,Poboleda,2011,CiU,148,83.62,7
4311290004,Poboleda,2015,CiU,92,53.49,7
4311290004,Poboleda,2019,JUNTS,45,21.32,1
4311290004,Poboleda,2019,ERC-AM,161,76.3,6
0816720002,Polinyà,1979,PSUC,368,38.33,3
0816720002,Polinyà,1979,AEIP,589,61.35,6
0816720002,Polinyà,1983,AEIP,785,69.35,8
0816720002,Polinyà,1983,PCC,334,29.51,3
0816720002,Polinyà,1987,AEIP,566,38.82,5
0816720002,Polinyà,1987,PSC-PSOE,439,30.11,3
0816720002,Polinyà,1987,IC,442,30.32,3
0816720002,Polinyà,1991,AEIP,372,23.83,3
0816720002,Polinyà,1991,PSC-PSOE,262,16.78,2
0816720002,Polinyà,1991,PEC,573,36.71,4
0816720002,Polinyà,1991,CiU,302,19.35,2
0816720002,Polinyà,1991,IC,52,3.33,0
0816720002,Polinyà,1995,PP,72,3.7,0
0816720002,Polinyà,1995,PSC (PSC-PSOE),596,30.7,4
0816720002,Polinyà,1995,IC-EV,555,28.59,3
0816720002,Polinyà,1995,ERC,84,4.32,0
0816720002,Polinyà,1995,CIU,611,31.47,4
0816720002,Polinyà,1999,EUiA,558,26.59,3
0816720002,Polinyà,1999,PP,95,4.52,0
0816720002,Polinyà,1999,CIU,540,25.73,3
0816720002,Polinyà,1999,PSCPMC,881,41.99,5
0816720002,Polinyà,2003,PP,271,10.31,1
0816720002,Polinyà,2003,ERC-AM,172,6.54,1
0816720002,Polinyà,2003,CIU,608,23.14,3
0816720002,Polinyà,2003,ICV-EPM,568,21.61,3
0816720002,Polinyà,2003,PSC-PM,957,36.42,5
0816720002,Polinyà,2007,C'S,72,2.53,0
0816720002,Polinyà,2007,CIU,791,27.79,4
0816720002,Polinyà,2007,ICV-EUIA-EPM,324,11.38,2
0816720002,Polinyà,2007,ENPP,159,5.59,0
0816720002,Polinyà,2007,ESQUERRA-AM,144,5.06,0
0816720002,Polinyà,2007,PP,143,5.02,0
0816720002,Polinyà,2007,PSC-PM,1130,39.7,7
0816720002,Polinyà,2011,PSC-PM,802,26.92,4
0816720002,Polinyà,2011,ERC-AM,173,5.81,1
0816720002,Polinyà,2011,PxC,280,9.4,1
0816720002,Polinyà,2011,CiU,825,27.69,4
0816720002,Polinyà,2011,PP,257,8.63,1
0816720002,Polinyà,2011,ICV-EUiA-E,498,16.72,2
0816720002,Polinyà,2015,ICV-EUiA-E,230,6.79,1
0816720002,Polinyà,2015,PSC-CP,964,28.44,4
0816720002,Polinyà,2015,PxC,188,5.55,0
0816720002,Polinyà,2015,GANEMOS,570,16.82,2
0816720002,Polinyà,2015,PP,209,6.17,1
0816720002,Polinyà,2015,ERC-AM,376,11.09,1
0816720002,Polinyà,2015,CiU,776,22.9,4
0816720002,Polinyà,2019,PECP-ECG,402,10.32,1
0816720002,Polinyà,2019,PSC-CP,2363,60.69,9
0816720002,Polinyà,2019,PDeCAT-JUNTS,238,6.11,1
0816720002,Polinyà,2019,Cs,228,5.85,0
0816720002,Polinyà,2019,PP,110,2.82,0
0816720002,Polinyà,2019,ERC-AM,530,13.61,2
4311350006,Pont d'Armentera,1979,CiU,365,98.65,7
4311350006,Pont d'Armentera,1983,CiU,359,99.45,7
4311350006,Pont d'Armentera,1987,PSC-PSOE,140,35.35,2
4311350006,Pont d'Armentera,1987,CiU,245,61.87,5
4311350006,Pont d'Armentera,1991,CiU,187,42.69,3
4311350006,Pont d'Armentera,1991,PSC-PSOE,55,12.56,1
4311350006,Pont d'Armentera,1991,UNIC,189,43.15,3
4311350006,Pont d'Armentera,1995,PSC (PSC-PSOE),135,31.91,2
4311350006,Pont d'Armentera,1995,CIU,266,62.88,5
4311350006,Pont d'Armentera,1999,CIU,245,71.22,5
4311350006,Pont d'Armentera,1999,PSCPMC,89,25.87,2
4311350006,Pont d'Armentera,2003,IUDPA,168,40,3
4311350006,Pont d'Armentera,2003,PSC-PM,50,11.9,1
4311350006,Pont d'Armentera,2003,CIU,192,45.71,3
4311350006,Pont d'Armentera,2007,IUPD,72,17.65,1
4311350006,Pont d'Armentera,2007,PSC-PM,116,28.43,2
4311350006,Pont d'Armentera,2007,CIU,183,44.85,4
4311350006,Pont d'Armentera,2007,ERC-AM,35,8.58,0
4311350006,Pont d'Armentera,2011,CiU,168,46.28,3
4311350006,Pont d'Armentera,2011,PSC-PM,183,50.41,4
4311350006,Pont d'Armentera,2015,CiU,108,34.5,2
4311350006,Pont d'Armentera,2015,PP,8,2.56,0
4311350006,Pont d'Armentera,2015,IdP-CP,191,61.02,5
4311350006,Pont d'Armentera,2019,JUNTS,163,54.51,4
4311350006,Pont d'Armentera,2019,IdP-AM,125,41.8,3
2503060009,Pont de Bar,1979,CC-UCD,64,56.64,5
2503060009,Pont de Bar,1983,CiU,35,44.3,5
2503060009,Pont de Bar,1987,CiU,43,57.33,5
2503060009,Pont de Bar,1991,P.PIRINEU,41,44.09,1
2503060009,Pont de Bar,1991,CiU,71,76.34,4
2503060009,Pont de Bar,1995,CIU,41,42.7,5
2503060009,Pont de Bar,1999,CIU,53,54.08,5
2503060009,Pont de Bar,2003,CIU,64,60.95,5
2503060009,Pont de Bar,2003,PP,2,1.9,0
2503060009,Pont de Bar,2003,ERC-AM,17,16.19,0
2503060009,Pont de Bar,2007,ESQUERRA-AM,22,17.74,0
2503060009,Pont de Bar,2007,EPB-EPM,7,5.65,0
2503060009,Pont de Bar,2007,CIU,77,62.1,5
2503060009,Pont de Bar,2007,PM,20,16.13,0
2503060009,Pont de Bar,2011,PM,7,7.45,0
2503060009,Pont de Bar,2011,PP,1,1.06,0
2503060009,Pont de Bar,2011,ERC-AM,33,35.11,1
2503060009,Pont de Bar,2011,CiU,60,63.83,4
2503060009,Pont de Bar,2015,CiU,58,69.88,3
2503060009,Pont de Bar,2015,PP,0,0,0
2503060009,Pont de Bar,2015,PA,16,19.28,1
2503060009,Pont de Bar,2015,CxBP-CP,3,3.61,0
2503060009,Pont de Bar,2015,ERC-AM,15,18.07,1
2503060009,Pont de Bar,2019,CxPB-CP,19,19.58,0
2503060009,Pont de Bar,2019,ERC-AM,31,31.95,1
2503060009,Pont de Bar,2019,C.A.P.B.T.A,20,20.61,0
2503060009,Pont de Bar,2019,JxCat- JUNTS,48,49.48,4
1713520002,Pont de Molins,1979,PSC-PSOE,65,32.99,2
1713520002,Pont de Molins,1979,B.C.T.,26,13.2,1
1713520002,Pont de Molins,1979,U.D.I.,105,53.3,4
1713520002,Pont de Molins,1983,U.D.I.,148,65.2,5
1713520002,Pont de Molins,1983,PSC-PSOE,78,34.36,2
1713520002,Pont de Molins,1987,CiU,140,97.9,7
1713520002,Pont de Molins,1991,CiU,125,99.21,7
1713520002,Pont de Molins,1995,CIU,73,32.58,2
1713520002,Pont de Molins,1995,PSC (PSC-PSOE),151,67.41,5
1713520002,Pont de Molins,1999,PSCPMC,148,75.51,7
1713520002,Pont de Molins,2003,PSC-PM,149,52.1,4
1713520002,Pont de Molins,2003,CIU,133,46.5,3
1713520002,Pont de Molins,2007,PSC-PM,146,41.71,3
1713520002,Pont de Molins,2007,FCIU,117,33.43,3
1713520002,Pont de Molins,2007,ERC-AM,75,21.43,1
1713520002,Pont de Molins,2007,PP,6,1.71,0
1713520002,Pont de Molins,2011,PSC-PM,72,22.36,1
1713520002,Pont de Molins,2011,CiU,154,47.83,4
1713520002,Pont de Molins,2011,PP,16,4.97,0
1713520002,Pont de Molins,2011,ERC-AM,76,23.6,2
1713520002,Pont de Molins,2015,PP,4,1.32,0
1713520002,Pont de Molins,2015,CiU,149,49.01,4
1713520002,Pont de Molins,2015,ERC-AM,85,27.96,2
1713520002,Pont de Molins,2015,PSC-CP,63,20.72,1
1713520002,Pont de Molins,2019,PSC-CP,6,1.7,0
1713520002,Pont de Molins,2019,ERC-AM,63,17.89,1
1713520002,Pont de Molins,2019,JxPM-JUNTS,184,52.27,4
1713520002,Pont de Molins,2019,MPM-UPMcat,97,27.55,2
2517340003,Pont de Suert,1979,A.E.R.,293,24.1,3
2517340003,Pont de Suert,1979,A.E.P.D.S.,569,46.79,5
2517340003,Pont de Suert,1979,PSC-PSOE,348,28.62,3
2517340003,Pont de Suert,1983,CiU,255,18.68,2
2517340003,Pont de Suert,1983,PSC-PSOE,660,48.35,6
2517340003,Pont de Suert,1983,C.D.S.,96,7.03,0
2517340003,Pont de Suert,1983,A.E. SUERT,337,24.69,3
2517340003,Pont de Suert,1987,PSC-PSOE,723,55.11,6
2517340003,Pont de Suert,1987,CiU,561,42.76,5
2517340003,Pont de Suert,1991,CiU,513,42.57,5
2517340003,Pont de Suert,1991,PSC-PSOE,652,54.11,6
2517340003,Pont de Suert,1995,CIU,448,33.18,4
2517340003,Pont de Suert,1995,PP,162,12,1
2517340003,Pont de Suert,1995,PSC (PSC-PSOE),716,53.03,6
2517340003,Pont de Suert,1999,CIU,517,39.46,5
2517340003,Pont de Suert,1999,PP,161,12.29,1
2517340003,Pont de Suert,1999,PSCPMC,609,46.48,5
2517340003,Pont de Suert,2003,IPS,80,5.83,0
2517340003,Pont de Suert,2003,CIU,797,58.09,7
2517340003,Pont de Suert,2003,PP,77,5.61,0
2517340003,Pont de Suert,2003,PSC-PM,402,29.3,4
2517340003,Pont de Suert,2007,PP,34,2.76,0
2517340003,Pont de Suert,2007,CIU,681,55.37,7
2517340003,Pont de Suert,2007,ICV-EUIA-EPM,92,7.48,1
2517340003,Pont de Suert,2007,IPS,91,7.4,0
2517340003,Pont de Suert,2007,PSC-PM,310,25.2,3
2517340003,Pont de Suert,2011,PP,121,10.51,1
2517340003,Pont de Suert,2011,CiU,734,63.77,8
2517340003,Pont de Suert,2011,PSC-PM,245,21.29,2
2517340003,Pont de Suert,2015,CiU,565,52.9,6
2517340003,Pont de Suert,2015,PP,87,8.15,1
2517340003,Pont de Suert,2015,CxPS-CP,370,34.64,4
2517340003,Pont de Suert,2019,ECG,298,25.62,3
2517340003,Pont de Suert,2019,PP,49,4.21,0
